,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day,,BCFG,BR,DZ,FG,FG+,FU,GR,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCFG,VCTS
2217,2.0,2013-05-05,70.0,49.0,60.0,,41.0,50.0,5.0,0.0,-,-, ,,0.0,29.34,30.0,8.0,2.0,8.6,2013,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,1.0,2013-05-06,71.0,50.0,61.0,6.0,39.0,49.0,4.0,0.0,0442,1855, ,0.0,0.1,29.28,30.0,7.5,3.0,8.0,2013,5,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2219,2.0,2013-05-06,70.0,51.0,61.0,,37.0,49.0,4.0,0.0,-,-, ,,0.0,29.34,30.0,7.0,2.0,7.5,2013,5,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,1.0,2013-05-07,75.0,48.0,62.0,7.0,41.0,52.0,3.0,0.0,0441,1856, ,0.0,0.0,29.28,30.0,4.7,5.0,5.8,2013,5,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,2.0,2013-05-07,76.0,49.0,63.0,,39.0,51.0,2.0,0.0,-,-, ,,0.0,29.35,30.01,5.1,5.0,6.3,2013,5,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,1.0,2013-05-08,79.0,48.0,64.0,8.0,43.0,54.0,1.0,0.0,0439,1857, ,0.0,0.0,29.26,29.98,3.7,7.0,5.1,2013,5,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,2.0,2013-05-08,77.0,46.0,62.0,,42.0,53.0,3.0,0.0,-,-, ,,0.0,29.33,29.99,4.0,9.0,4.4,2013,5,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,1.0,2013-05-09,75.0,46.0,61.0,5.0,50.0,54.0,4.0,0.0,0438,1858,RA,0.0,0.32,29.15,29.9,1.0,9.0,5.8,2013,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,2.0,2013-05-09,76.0,50.0,63.0,,49.0,56.0,2.0,0.0,-,-,RA DZ BR,,0.63,29.23,29.9,0.7,20.0,5.5,2013,5,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,1.0,2013-05-10,47.0,44.0,46.0,-10.0,43.0,45.0,19.0,0.0,0437,1859,RA DZ BR,0.0,0.13,29.18,29.91,9.4,36.0,10.0,2013,5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,2.0,2013-05-10,50.0,44.0,47.0,,41.0,44.0,18.0,0.0,-,-,DZ BR HZ,,0.04,29.25,29.91,10.5,35.0,10.8,2013,5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,1.0,2013-05-11,60.0,43.0,52.0,-5.0,37.0,45.0,13.0,0.0,0436,1860, ,0.0,0.0,29.21,29.92,10.1,30.0,12.7,2013,5,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,2.0,2013-05-11,62.0,44.0,53.0,,36.0,45.0,12.0,0.0,-,-,BR HZ,,0.0,29.28,29.94,8.7,28.0,11.1,2013,5,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,1.0,2013-05-12,55.0,37.0,46.0,-11.0,29.0,39.0,19.0,0.0,0435,1901, ,0.0,0.0,29.35,30.08,7.8,32.0,11.2,2013,5,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,2.0,2013-05-12,55.0,38.0,47.0,,28.0,39.0,18.0,0.0,-,-, ,,0.0,29.42,30.1,5.5,32.0,9.6,2013,5,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,1.0,2013-05-13,64.0,36.0,50.0,-8.0,32.0,43.0,15.0,0.0,0434,1902, ,0.0,0.0,29.34,30.09,2.5,9.0,5.9,2013,5,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,2.0,2013-05-13,61.0,38.0,50.0,,31.0,43.0,15.0,0.0,-,-, ,,0.0,29.42,30.11,3.1,8.0,6.3,2013,5,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,1.0,2013-05-14,91.0,50.0,71.0,13.0,49.0,59.0,0.0,6.0,0433,1903, ,0.0,0.0,28.98,29.75,8.4,22.0,11.7,2013,5,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,2.0,2013-05-14,90.0,57.0,74.0,,47.0,58.0,0.0,9.0,-,-, ,,0.0,29.07,29.76,8.9,21.0,11.5,2013,5,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,1.0,2013-05-15,84.0,60.0,72.0,14.0,49.0,59.0,0.0,7.0,0432,1904, ,0.0,0.0,29.07,29.77,3.2,28.0,8.4,2013,5,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,2.0,2013-05-15,83.0,62.0,73.0,,47.0,58.0,0.0,8.0,-,-, ,,0.1,29.14,29.76,2.3,24.0,9.5,2013,5,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,1.0,2013-05-16,83.0,53.0,68.0,9.0,46.0,56.0,0.0,3.0,0431,1905, ,0.0,0.0,29.2,29.89,4.1,7.0,5.0,2013,5,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,2.0,2013-05-16,81.0,57.0,69.0,,44.0,56.0,0.0,4.0,-,-, ,,0.0,29.26,29.89,4.0,7.0,5.3,2013,5,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,1.0,2013-05-17,70.0,55.0,63.0,4.0,46.0,53.0,2.0,0.0,0430,1906, ,0.0,0.1,29.29,30.0,6.1,4.0,6.8,2013,5,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,2.0,2013-05-17,73.0,58.0,66.0,,47.0,55.0,0.0,1.0,-,-, ,,0.1,29.36,29.99,4.5,6.0,6.1,2013,5,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,1.0,2013-05-18,80.0,56.0,68.0,8.0,56.0,61.0,0.0,3.0,0429,1907, ,0.0,0.0,29.26,29.99,5.3,12.0,6.5,2013,5,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,2.0,2013-05-18,79.0,59.0,69.0,,55.0,61.0,0.0,4.0,-,-,BR HZ,,0.0,29.33,29.99,6.3,10.0,7.0,2013,5,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,1.0,2013-05-19,86.0,58.0,72.0,12.0,61.0,66.0,0.0,7.0,0428,1908,BR HZ,0.0,0.0,29.12,29.85,6.2,14.0,7.6,2013,5,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,2.0,2013-05-19,87.0,62.0,75.0,,60.0,66.0,0.0,10.0,-,-,HZ,,0.0,29.18,29.85,7.1,15.0,8.1,2013,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,1.0,2013-05-20,89.0,65.0,77.0,16.0,60.0,67.0,0.0,12.0,0427,1909,TSRA RA BR,0.0,1.09,29.03,29.73,12.6,22.0,13.7,2013,5,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2247,2.0,2013-05-20,92.0,65.0,79.0,,59.0,67.0,0.0,14.0,-,-,TS TSRA BR,,1.25,29.1,29.73,13.6,20.0,14.4,2013,5,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2248,1.0,2013-05-21,81.0,64.0,73.0,12.0,63.0,66.0,0.0,8.0,0426,1910,RA BR,0.0,0.56,28.96,29.67,11.2,20.0,12.1,2013,5,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2249,2.0,2013-05-21,82.0,65.0,74.0,,62.0,66.0,0.0,9.0,-,-,TSRA RA,,0.2,29.03,29.68,12.4,20.0,12.8,2013,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2250,1.0,2013-05-22,73.0,52.0,63.0,2.0,60.0,63.0,2.0,0.0,0425,1911,TS RA BR,0.0,1.35,28.97,29.66,4.5,25.0,7.4,2013,5,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2251,2.0,2013-05-22,73.0,56.0,65.0,,59.0,62.0,0.0,0.0,-,-,RA BR,,0.65,29.03,29.66,6.4,23.0,9.3,2013,5,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,1.0,2013-05-23,54.0,42.0,48.0,-13.0,43.0,46.0,17.0,0.0,0425,1912,RA BR,0.0,0.06,29.38,30.05,14.5,2.0,14.8,2013,5,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,2.0,2013-05-23,56.0,43.0,50.0,,40.0,45.0,15.0,0.0,-,-,RA BR,,0.12,29.44,30.05,17.9,36.0,18.1,2013,5,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,1.0,2013-05-24,57.0,41.0,49.0,-13.0,34.0,42.0,16.0,0.0,0424,1913, ,0.0,0.0,29.62,30.35,7.5,4.0,8.1,2013,5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,2.0,2013-05-24,57.0,42.0,50.0,,33.0,42.0,15.0,0.0,-,-, ,,0.0,29.7,30.36,8.1,3.0,9.0,2013,5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,1.0,2013-05-25,57.0,44.0,51.0,-11.0,37.0,44.0,14.0,0.0,0423,1914, ,0.0,0.0,29.59,30.34,4.7,5.0,5.1,2013,5,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,2.0,2013-05-25,57.0,46.0,52.0,,36.0,44.0,13.0,0.0,-,-, ,,0.0,29.67,30.35,3.3,6.0,3.7,2013,5,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,1.0,2013-05-26,68.0,44.0,56.0,-6.0,44.0,50.0,9.0,0.0,0422,1915,RA,0.0,0.02,29.47,30.22,5.5,9.0,7.4,2013,5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,2.0,2013-05-26,67.0,46.0,57.0,,43.0,50.0,8.0,0.0,-,-,RA,,0.1,29.54,30.23,4.0,9.0,5.7,2013,5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,1.0,2013-05-27,62.0,53.0,58.0,-4.0,53.0,55.0,7.0,0.0,0422,1916,TSRA DZ BR HZ,0.0,0.23,29.21,29.97,8.5,9.0,9.1,2013,5,27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2261,2.0,2013-05-27,65.0,56.0,61.0,,54.0,57.0,4.0,0.0,-,-,TSRA RA BR,,0.19,29.28,29.97,7.5,10.0,8.3,2013,5,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2262,1.0,2013-05-28,76.0,56.0,66.0,3.0,64.0,66.0,0.0,1.0,0421,1916,TSRA RA BR,0.0,0.2,29.06,29.78,8.7,21.0,10.2,2013,5,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2263,2.0,2013-05-28,76.0,59.0,68.0,,63.0,65.0,0.0,3.0,-,-,TSRA RA BR,,2.2,29.13,29.79,9.5,19.0,10.3,2013,5,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2264,1.0,2013-05-29,84.0,64.0,74.0,10.0,64.0,67.0,0.0,9.0,0421,1917, ,0.0,0.01,29.16,29.88,7.3,20.0,8.7,2013,5,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,2.0,2013-05-29,85.0,65.0,75.0,,62.0,67.0,0.0,10.0,-,-,RA,,0.02,29.23,29.88,7.9,20.0,9.2,2013,5,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,1.0,2013-05-30,83.0,64.0,74.0,10.0,66.0,69.0,0.0,9.0,0420,1918,TSRA RA,0.0,0.51,29.13,29.85,13.4,19.0,14.6,2013,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2267,2.0,2013-05-30,84.0,65.0,75.0,,64.0,68.0,0.0,10.0,-,-,RA,,0.09,29.22,29.85,12.9,18.0,13.9,2013,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,1.0,2013-05-31,77.0,64.0,71.0,7.0,65.0,67.0,0.0,6.0,0420,1919,RA BR,0.0,0.3,29.05,29.79,11.7,20.0,12.1,2013,5,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,2.0,2013-05-31,78.0,65.0,72.0,,64.0,67.0,0.0,7.0,-,-,TSRA RA BR,,0.23,29.13,29.79,12.4,19.0,12.7,2013,5,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2270,1.0,2013-06-01,76.0,63.0,70.0,6.0,62.0,64.0,0.0,5.0,0419,1920,RA BR,0.0,0.56,28.98,29.69,13.1,22.0,13.0,2013,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2271,2.0,2013-06-01,76.0,63.0,70.0,,61.0,64.0,0.0,5.0,-,-, ,,0.44,29.05,29.69,11.9,21.0,11.9,2013,6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,1.0,2013-06-02,63.0,43.0,53.0,-11.0,50.0,51.0,12.0,0.0,0419,1920,RA DZ BR,0.0,0.01,29.24,29.93,1.8,5.0,6.2,2013,6,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2273,2.0,2013-06-02,63.0,47.0,55.0,,48.0,51.0,10.0,0.0,-,-,DZ BR HZ,,0.01,29.31,29.93,2.8,4.0,7.7,2013,6,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2274,1.0,2013-06-03,68.0,43.0,56.0,-8.0,43.0,50.0,9.0,0.0,0418,1921, ,0.0,0.0,29.34,30.06,3.7,12.0,4.8,2013,6,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,2.0,2013-06-03,68.0,43.0,56.0,,40.0,49.0,9.0,0.0,-,-, ,,0.0,29.41,30.07,2.6,9.0,4.0,2013,6,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2276,1.0,2013-06-04,72.0,50.0,61.0,-3.0,45.0,52.0,4.0,0.0,0418,1922, ,0.0,0.0,29.39,30.11,5.3,7.0,6.1,2013,6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,2.0,2013-06-04,72.0,50.0,61.0,,44.0,52.0,4.0,0.0,-,-, ,,0.0,29.46,30.12,5.6,7.0,6.9,2013,6,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2278,1.0,2013-06-05,73.0,54.0,64.0,-1.0,49.0,54.0,1.0,0.0,0417,1923,RA,0.0,0.01,29.24,30.0,6.8,5.0,8.2,2013,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2279,2.0,2013-06-05,76.0,56.0,66.0,,46.0,55.0,0.0,1.0,-,-,RA,,0.1,29.33,29.99,6.1,6.0,8.3,2013,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,1.0,2013-06-06,64.0,52.0,58.0,-8.0,50.0,53.0,7.0,0.0,0417,1923,RA,0.0,0.15,29.18,29.91,8.9,3.0,9.1,2013,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,2.0,2013-06-06,65.0,54.0,60.0,,48.0,53.0,5.0,0.0,-,-,RA,,0.06,29.23,29.9,9.0,3.0,9.6,2013,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,1.0,2013-06-07,68.0,52.0,60.0,-6.0,45.0,52.0,5.0,0.0,0417,1924, ,0.0,0.1,29.2,29.92,9.5,3.0,9.9,2013,6,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,2.0,2013-06-07,68.0,54.0,61.0,,44.0,52.0,4.0,0.0,-,-, ,,0.0,29.26,29.92,8.8,2.0,9.2,2013,6,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,1.0,2013-06-08,74.0,49.0,62.0,-4.0,43.0,53.0,3.0,0.0,0417,1925, ,0.0,0.0,29.25,29.96,4.7,7.0,5.4,2013,6,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,2.0,2013-06-08,74.0,50.0,62.0,,42.0,53.0,3.0,0.0,-,-, ,,0.0,29.31,29.96,4.7,6.0,5.6,2013,6,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2286,1.0,2013-06-09,80.0,55.0,68.0,2.0,55.0,61.0,0.0,3.0,0416,1925,RA,0.0,0.01,29.15,29.88,6.0,15.0,8.9,2013,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,2.0,2013-06-09,83.0,58.0,71.0,,53.0,61.0,0.0,6.0,-,-,RA,,0.01,29.22,29.88,7.1,15.0,8.4,2013,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2288,1.0,2013-06-10,76.0,60.0,68.0,1.0,63.0,65.0,0.0,3.0,0416,1926,TSRA RA BR HZ,0.0,0.26,29.08,29.79,2.7,4.0,4.3,2013,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2289,2.0,2013-06-10,75.0,61.0,68.0,,61.0,64.0,0.0,3.0,-,-,RA BR HZ VCFG,,0.85,29.14,29.78,2.0,7.0,4.4,2013,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2290,1.0,2013-06-11,83.0,60.0,72.0,5.0,62.0,67.0,0.0,7.0,0416,1926,RA BR,0.0,0.1,29.13,29.85,3.2,25.0,4.5,2013,6,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,2.0,2013-06-11,84.0,60.0,72.0,,61.0,66.0,0.0,7.0,-,-,RA FG+ BR,,0.24,29.21,29.85,2.5,23.0,4.1,2013,6,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,1.0,2013-06-12,86.0,63.0,75.0,7.0,64.0,67.0,0.0,10.0,0416,1927,TS TSRA BR,0.0,0.75,29.0,29.74,3.1,8.0,8.0,2013,6,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2293,2.0,2013-06-12,87.0,64.0,76.0,,64.0,67.0,0.0,11.0,-,-,TSRA RA BR HZ,,0.25,29.08,29.74,2.9,5.0,5.8,2013,6,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2294,1.0,2013-06-13,73.0,58.0,66.0,-2.0,54.0,59.0,0.0,1.0,0416,1927,BR,0.0,0.0,29.23,29.92,11.7,3.0,12.2,2013,6,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,2.0,2013-06-13,72.0,59.0,66.0,,53.0,59.0,0.0,1.0,-,-,BR,,0.0,29.29,29.91,12.6,1.0,13.2,2013,6,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,1.0,2013-06-14,78.0,56.0,67.0,-1.0,51.0,57.0,0.0,2.0,0416,1928, ,0.0,0.0,29.34,30.05,6.6,6.0,7.9,2013,6,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,2.0,2013-06-14,76.0,57.0,67.0,,50.0,57.0,0.0,2.0,-,-, ,,0.0,29.4,30.04,6.0,5.0,7.8,2013,6,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2298,1.0,2013-06-15,80.0,58.0,69.0,1.0,62.0,65.0,0.0,4.0,0416,1928,RA BR,0.0,0.17,29.21,29.95,5.6,21.0,7.7,2013,6,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,2.0,2013-06-15,81.0,61.0,71.0,,60.0,64.0,0.0,6.0,-,-,TS RA,,0.12,29.28,29.95,5.6,21.0,7.2,2013,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2300,1.0,2013-06-16,86.0,69.0,78.0,9.0,62.0,67.0,0.0,13.0,0416,1929, ,0.0,0.0,29.16,29.88,8.3,27.0,9.2,2013,6,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301,2.0,2013-06-16,83.0,69.0,76.0,,62.0,67.0,0.0,11.0,-,-, ,,0.0,29.23,29.87,8.6,24.0,9.5,2013,6,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,1.0,2013-06-17,88.0,59.0,74.0,5.0,55.0,63.0,0.0,9.0,0416,1929, ,0.0,0.03,29.18,29.89,3.9,29.0,8.1,2013,6,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2303,2.0,2013-06-17,88.0,62.0,75.0,,56.0,64.0,0.0,10.0,-,-,TSRA,,0.1,29.24,29.88,3.7,28.0,8.4,2013,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2304,1.0,2013-06-18,71.0,56.0,64.0,-6.0,52.0,56.0,1.0,0.0,0416,1929,BR,0.0,0.0,29.31,30.01,11.4,3.0,11.6,2013,6,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
